Name,Course,Sector,Links
The surprising climate benefits of sharing your stuff,Sharif El-Mekki,Feb 2023,https://www.ted.com/talks/tessa_clarke_the_surprising_climate_benefits_of_sharing_your_stuff
The surprising connection between brain injuries and crime,Neha Madhira and Haley Stack,Apr 2019,https://www.ted.com/talks/kim_gorgens_the_surprising_connection_between_brain_injuries_and_crime
The surprising effects of pregnancy,Hosted by Al Gore and Jaden Smith,Oct 2020,https://www.ted.com/talks/ted_ed_the_surprising_effects_of_pregnancy
The surprising health benefits of dreaming,Sandrine Dixson-Declève,Nov 2021,https://www.ted.com/talks/matt_walker_the_surprising_health_benefits_of_dreaming
The surprising ingredient that makes businesses work better,Ndidi Nwuneli,Feb 2018,https://www.ted.com/talks/marco_alvera_the_surprising_ingredient_that_makes_businesses_work_better
The surprising link between stress and memory,Why rivals are working together to transform shipping,Sep 2018,https://www.ted.com/talks/elizabeth_cox_the_surprising_link_between_stress_and_memory
The surprising psychology behind your urge to break the rules,Birte Kristiansen and Petra Sijpesteijn,Mar 2023,https://www.ted.com/talks/paul_bloom_the_surprising_psychology_behind_your_urge_to_break_the_rules
The surprising reason our muscles get tired,Ayanna Howard,Apr 2019,https://www.ted.com/talks/christian_moro_the_surprising_reason_our_muscles_get_tired
The surprising reason you feel awful when you're sick,Sarah Parcak,Apr 2016,https://www.ted.com/talks/marco_a_sotomayor_the_surprising_reason_you_feel_awful_when_you_re_sick
The surprising science of alpha males,Ian Strange,Jun 2018,https://www.ted.com/talks/frans_de_waal_the_surprising_science_of_alpha_males
The surprising secrets of hummingbird flight,Adam Grant,Apr 2021,https://www.ted.com/talks/kristiina_j_hurme_and_alejandro_rico_guevara_the_surprising_secrets_of_hummingbird_flight
The surprising solution to ocean plastic,Hayley Yeates,Jan 2018,https://www.ted.com/talks/david_katz_the_surprising_solution_to_ocean_plastic
The surprisingly charming science of your gut,Stewart Brand and Chris Anderson,Nov 2017,https://www.ted.com/talks/giulia_enders_the_surprisingly_charming_science_of_your_gut
The surprisingly long history of electric cars,Bozoma Saint John,Oct 2021,https://www.ted.com/talks/daniel_sperling_and_gil_tal_the_surprisingly_long_history_of_electric_cars
The surveillance device you carry around all day,Rebecca Tarvin,May 2018,https://www.ted.com/talks/marta_peirano_the_surveillance_device_you_carry_around_all_day
The sustainable brilliance of Indigenous design,Shannon Odell,Jan 2023,https://www.ted.com/talks/manu_peni_the_sustainable_brilliance_of_indigenous_design
The symbols of systemic racism — and how to take away their power,Kai-Fu Lee,Jun 2018,https://www.ted.com/talks/paul_rucker_the_symbols_of_systemic_racism_and_how_to_take_away_their_power
The taboo secret to better health,Roger Antonsen,Aug 2016,https://www.ted.com/talks/molly_winter_the_taboo_secret_to_better_health
The tale of the boy who tricked the Devil,David Brenner,Jul 2020,https://www.ted.com/talks/iseult_gillespie_the_tale_of_the_boy_who_tricked_the_devil
The tale of the doctor who defied Death,Yifat Susskind,Mar 2020,https://www.ted.com/talks/iseult_gillespie_the_tale_of_the_doctor_who_defied_death
The therapeutic value of photography,Vivek Maru,Nov 2017,https://www.ted.com/talks/ryan_pfluger_the_therapeutic_value_of_photography
The three different ways mammals give birth,Anjan Chatterjee,Apr 2017,https://www.ted.com/talks/kate_slabosky_the_three_different_ways_mammals_give_birth
The three secrets of resilient people,Matthew Borths,Oct 2019,https://www.ted.com/talks/lucy_hone_the_three_secrets_of_resilient_people
The thrilling potential for off-grid solar energy,Michael Mieni,Jan 2018,https://www.ted.com/talks/amar_inamdar_the_thrilling_potential_for_off_grid_solar_energy
"The timeless, ancient language of art",Sixto Cancel,May 2023,https://www.ted.com/talks/wangechi_mutu_the_timeless_ancient_language_of_art
The tiny balls of fat that could revolutionize medicine,Martin Hilpert,Aug 2021,https://www.ted.com/talks/kathryn_a_whitehead_the_tiny_balls_of_fat_that_could_revolutionize_medicine
The tiny creature that secretly powers the planet,Chetna Gala Sinha,Jul 2018,https://www.ted.com/talks/penny_chisholm_the_tiny_creature_that_secretly_powers_the_planet
The tragedy of air pollution — and an urgent demand for clean air,Yuval Noah Harari,Feb 2022,https://www.ted.com/talks/rosamund_adoo_kissi_debrah_the_tragedy_of_air_pollution_and_an_urgent_demand_for_clean_air
The tragic myth of the Sun God's son,Elizabeth Cox,Jan 2022,https://www.ted.com/talks/iseult_gillespie_the_tragic_myth_of_the_sun_god_s_son
The trans story includes you,Zulfat Suara,Sep 2021,https://www.ted.com/talks/nicole_maines_the_trans_story_includes_you
The transformative power of video games,Toby Kiers,Oct 2019,https://www.ted.com/talks/herman_narula_the_transformative_power_of_video_games
The transformative role of art during the pandemic,Matt Walker,Jul 2020,https://www.ted.com/talks/anne_pasternak_the_transformative_role_of_art_during_the_pandemic
The trauma of systematic racism is killing Black women. A first step toward change...,OluTimehin Adegbeye,May 2017,https://www.ted.com/talks/t_morgan_dixon_and_vanessa_garrison_the_trauma_of_systematic_racism_is_killing_black_women_a_first_step_toward_change
The tree-growing movement restoring Africa's vital landscapes,Siska De Baerdemaeker,Jul 2023,https://www.ted.com/talks/wanjira_mathai_the_tree_growing_movement_restoring_africa_s_vital_landscapes
"The trials, tribulations and timeline of a COVID-19 vaccine",Javier Olivares,Jun 2020,https://www.ted.com/talks/jerome_kim_the_trials_tribulations_and_timeline_of_a_covid_19_vaccine
The trick to regaining your childlike wonder,Laura Gassner Otting,Sep 2022,https://www.ted.com/talks/zach_king_the_trick_to_regaining_your_childlike_wonder
The true cost of financial dependence,Chrystina Russell,Jun 2020,https://www.ted.com/talks/estelle_gibson_the_true_cost_of_financial_dependence
The true cost of gold,Noah Charney,Jul 2022,https://www.ted.com/talks/lyla_latif_the_true_cost_of_gold
The true power of a good outfit,Rahul Mehrotra,Jun 2019,https://www.ted.com/talks/lucy_clayton_the_true_power_of_a_good_outfit
The truth about electroconvulsive therapy (ECT),Michael S. A. Graziano,Jan 2019,https://www.ted.com/talks/helen_m_farrell_the_truth_about_electroconvulsive_therapy_ect
The truth about faking orgasms,Shreya Joshi,Oct 2022,https://www.ted.com/talks/karen_gurney_the_truth_about_faking_orgasms
The truth about unwanted arousal,Jackie Gartner-Schmidt,May 2018,https://www.ted.com/talks/emily_nagoski_the_truth_about_unwanted_arousal
The truth about yeast in your body,Rob Ulrich,Nov 2022,https://www.ted.com/talks/jen_gunter_the_truth_about_yeast_in_your_body
The twins who tricked the Maya gods of death,"Al Roker, Al Gore, David Biello and Latif Nasser",Nov 2021,https://www.ted.com/talks/ilan_stavans_the_twins_who_tricked_the_maya_gods_of_death
The tyranny of merit,Dannagal G. Young,Aug 2020,https://www.ted.com/talks/michael_sandel_the_tyranny_of_merit
The uncomplicated truth about women's sexuality,Why rivals are working together to transform shipping,Feb 2019,https://www.ted.com/talks/sarah_barmak_the_uncomplicated_truth_about_women_s_sexuality
The unexpected benefit of celebrating failure,Molly Winter,Apr 2016,https://www.ted.com/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure
The unexpected challenges of a country's first election,Alan Smith,Oct 2016,https://www.ted.com/talks/philippa_neave_the_unexpected_challenges_of_a_country_s_first_election
The unexpected key to boosting your productivity,Ramez Naam,Mar 2023,https://www.ted.com/talks/dan_shipper_the_unexpected_key_to_boosting_your_productivity
The unexpected math of origami,Jodi-Ann Burey,Feb 2021,https://www.ted.com/talks/evan_zodl_the_unexpected_math_of_origami
"The unexpected, underwater plant fighting climate change",Kaz,Jan 2022,https://www.ted.com/talks/carlos_m_duarte_the_unexpected_underwater_plant_fighting_climate_change
The unforeseen consequences of a fast-paced world,Rachel Kleinfeld,Dec 2019,https://www.ted.com/talks/kathryn_bouskill_the_unforeseen_consequences_of_a_fast_paced_world
The unpaid work that GDP ignores — and why it really counts,Allison Ramsey and Mary Staicu,Jan 2020,https://www.ted.com/talks/marilyn_waring_the_unpaid_work_that_gdp_ignores_and_why_it_really_counts
The untapped energy source that could power the planet,Steven Johnson,Sep 2021,https://www.ted.com/talks/jamie_c_beard_the_untapped_energy_source_that_could_power_the_planet
The urgency of intersectionality,Megan Phelps-Roper,Nov 2016,https://www.ted.com/talks/kimberle_crenshaw_the_urgency_of_intersectionality
The urgent case for antibiotic-free animals,Rayma Suprani,Jan 2020,https://www.ted.com/talks/leon_marchal_the_urgent_case_for_antibiotic_free_animals
The urgent risks of runaway AI — and what to do about them,Andy Dunn,May 2023,https://www.ted.com/talks/gary_marcus_the_urgent_risks_of_runaway_ai_and_what_to_do_about_them
The value of an eclectic streaming queue,Jessie Christiansen,Jan 2023,https://www.ted.com/talks/sid_thatham_the_value_of_an_eclectic_streaming_queue
The value of kindness at work,Makhtoum Abdalla,Dec 2021,https://www.ted.com/talks/james_rhee_the_value_of_kindness_at_work
The value of your humanity in an automated future,Bill Gates,Feb 2021,https://www.ted.com/talks/kevin_roose_the_value_of_your_humanity_in_an_automated_future
The virginity fraud,Leo Igwe,Feb 2018,https://www.ted.com/talks/nina_dolvik_brochmann_and_ellen_stokken_dahl_the_virginity_fraud
The war in Ukraine could change everything,Emma Hart,Mar 2022,https://www.ted.com/talks/yuval_noah_harari_the_war_in_ukraine_could_change_everything
The warmth and wisdom of mud buildings,Dao Nguyen,Sep 2017,https://www.ted.com/talks/anna_heringer_the_warmth_and_wisdom_of_mud_buildings
The way we think about biological sex is wrong,Majd Mashharawi,Jan 2019,https://www.ted.com/talks/emily_quinn_the_way_we_think_about_biological_sex_is_wrong
"The weird history of the ""sex chromosomes""",Riché D. Richardson,Mar 2020,https://www.ted.com/talks/molly_webster_the_weird_history_of_the_sex_chromosomes
The wheat field that could change the world,Ralph Chami,Nov 2022,https://www.ted.com/talks/guntur_v_subbarao_the_wheat_field_that_could_change_the_world
The wicked wit of Jane Austen,Yana Buhrer Tavanier,Mar 2019,https://www.ted.com/talks/iseult_gillespie_the_wicked_wit_of_jane_austen
The wild sex lives of marine creatures,Eric Hinterman,Nov 2021,https://www.ted.com/talks/luka_seamus_wright_the_wild_sex_lives_of_marine_creatures
The wild world of carnivorous plants,Bruce Friedrich,Apr 2019,https://www.ted.com/talks/kenny_coogan_the_wild_world_of_carnivorous_plants
The wildly complex anatomy of a sneaker,Georges C. Benjamin,Apr 2020,https://www.ted.com/talks/angel_chang_the_wildly_complex_anatomy_of_a_sneaker
The woman who stared at the sun,Crystal Rasmussen,May 2021,https://www.ted.com/talks/alex_gendler_the_woman_who_stared_at_the_sun
The wonderful world of life in a drop of water,Sarah Donnelly,Mar 2018,https://www.ted.com/talks/simone_bianco_and_tom_zimmerman_the_wonderful_world_of_life_in_a_drop_of_water
"The wonders of the molecular world, animated",Elizabeth Cox,Apr 2020,https://www.ted.com/talks/janet_iwasa_the_wonders_of_the_molecular_world_animated
The work that makes all other work possible,Monique W. Morris,Dec 2018,https://www.ted.com/talks/ai_jen_poo_the_work_that_makes_all_other_work_possible
"The workplace, redefined by women of color","Mary Ziegler, Loretta J. Ross, Erika Bachiochi, Joshua Prager",May 2022,https://www.ted.com/talks/deepa_purushothaman_the_workplace_redefined_by_women_of_color
The world doesn't need more nuclear weapons,Zubaida Bai,Jan 2017,https://www.ted.com/talks/erika_gregory_the_world_doesn_t_need_more_nuclear_weapons
The world is running out of water — but new tech can help,Why rivals are working together to transform shipping,Nov 2020,https://www.ted.com/talks/seth_darling_the_world_is_running_out_of_water_but_new_tech_can_help
The world's biggest battery looks nothing like a battery,TED-Ed,Feb 2021,https://www.ted.com/talks/ted_ed_the_world_s_biggest_battery_looks_nothing_like_a_battery
The world's first AI legal assistant,Marc Bamuthi Joseph,Feb 2018,https://www.ted.com/talks/andrew_arruda_the_world_s_first_ai_legal_assistant
The world's first crowdsourced space traffic monitoring system,Jon Lowenstein,Jul 2019,https://www.ted.com/talks/moriba_jah_the_world_s_first_crowdsourced_space_traffic_monitoring_system
The world's largest organism,Robert Siddall,Dec 2020,https://www.ted.com/talks/alex_rosenthal_the_world_s_largest_organism
The world's most dangerous fart,Greg Anderson,Feb 2021,https://www.ted.com/talks/nick_caruso_and_dani_rabaiotti_the_world_s_most_dangerous_fart
The world's most mysterious book,Pierre Thiam,May 2017,https://www.ted.com/talks/stephen_bax_the_world_s_most_mysterious_book
The world's most painful insect sting,Simon Sinek,Apr 2021,https://www.ted.com/talks/justin_schmidt_the_world_s_most_painful_insect_sting
The world's slimiest animal,Jared Freid,Jul 2022,https://www.ted.com/talks/noah_r_bressman_and_douglas_fudge_the_world_s_slimiest_animal
Theater healed my community after Hurricane Katrina,Stefen Chow,May 2019,https://www.ted.com/talks/wendell_pierce_theater_healed_my_community_after_hurricane_katrina
"Theranos, whistleblowing and speaking truth to power",Rosalind G. Brewer,Nov 2020,https://www.ted.com/talks/erika_cheung_theranos_whistleblowing_and_speaking_truth_to_power
There may be extraterrestrial life in our solar system,Ethan Mann,Jun 2019,https://www.ted.com/talks/augusto_carballido_there_may_be_extraterrestrial_life_in_our_solar_system
There's more to life than being happy,Sarah Corbett,Sep 2017,https://www.ted.com/talks/emily_esfahani_smith_there_s_more_to_life_than_being_happy
There's no shame in taking care of your mental health,Why rivals are working together to transform shipping,May 2017,https://www.ted.com/talks/sangu_delle_there_s_no_shame_in_taking_care_of_your_mental_health
There's no such thing as not voting,Chinaka Hodge,Sep 2016,https://www.ted.com/talks/eric_liu_there_s_no_such_thing_as_not_voting
"These animals are also plants ... wait, what?",Particle Ink,Jun 2022,https://www.ted.com/talks/luka_seamus_wright_these_animals_are_also_plants_wait_what
These bacteria eat plastic,Rob Reid,May 2019,https://www.ted.com/talks/morgan_vague_these_bacteria_eat_plastic
These companies with no CEO are thriving,Why rivals are working together to transform shipping,Sep 2022,https://www.ted.com/talks/ted_ed_these_companies_with_no_ceo_are_thriving
These salamanders snack on each other (but don't die),Candis Watts Smith,Jun 2021,https://www.ted.com/talks/luis_zambrano_these_salamanders_snack_on_each_other_but_don_t_die
"These squids can fly... no, really",Jack Dangermond,Jan 2021,https://www.ted.com/talks/robert_siddall_these_squids_can_fly_no_really
This ancient rock is changing our theory on the origin of life,Leila Pirhaji,Oct 2019,https://www.ted.com/talks/tara_djokic_this_ancient_rock_is_changing_our_theory_on_the_origin_of_life
This app makes it fun to pick up litter,Rhiannon Giddens,Feb 2017,https://www.ted.com/talks/jeff_kirschner_this_app_makes_it_fun_to_pick_up_litter
This company pays kids to do their math homework,Shameem Akhtar,Feb 2018,https://www.ted.com/talks/mohamad_jebara_this_company_pays_kids_to_do_their_math_homework
This computer is learning to read your mind,Gabriel Heras,Jun 2018,https://www.ted.com/talks/greg_gage_this_computer_is_learning_to_read_your_mind
This could be why you're depressed or anxious,Taneka Jones,Sep 2019,https://www.ted.com/talks/johann_hari_this_could_be_why_you_re_depressed_or_anxious
This decade calls for Earthshots to repair our planet,Amanda Little,Oct 2020,https://www.ted.com/talks/prince_william_this_decade_calls_for_earthshots_to_repair_our_planet
This deep-sea mystery is changing our understanding of life,Chuck Nice,Feb 2018,https://www.ted.com/talks/karen_lloyd_this_deep_sea_mystery_is_changing_our_understanding_of_life
This is the moment to take on the climate crisis,Tom Oxley,May 2022,https://www.ted.com/talks/al_gore_this_is_the_moment_to_take_on_the_climate_crisis
This is the side hustle revolution,Pat Crowley,Jan 2019,https://www.ted.com/talks/nicaila_matthews_okome_this_is_the_side_hustle_revolution
This is what democracy looks like,Alexander Wagner,May 2017,https://www.ted.com/talks/anthony_d_romero_this_is_what_democracy_looks_like
This is what it's really like to live with ADHD,Dwight Stitt,Nov 2017,https://www.ted.com/talks/jessica_mccabe_this_is_what_it_s_really_like_to_live_with_adhd_jan_2017
This is what makes employees happy at work,Jonathan Wilker,Dec 2018,https://www.ted.com/talks/michael_c_bush_this_is_what_makes_employees_happy_at_work
This is your brain on air pollution,Mark Lytle,Feb 2020,https://www.ted.com/talks/maria_neira_this_is_your_brain_on_air_pollution
This is your brain on communication,David Camarillo,May 2016,https://www.ted.com/talks/uri_hasson_this_is_your_brain_on_communication
This one weird trick will get you infinite gold,Megan Alubicki Flick,Mar 2023,https://www.ted.com/talks/dan_finkel_this_one_weird_trick_will_get_you_infinite_gold
This one weird trick will help you spot clickbait,Rick Doblin,Jun 2019,https://www.ted.com/talks/jeff_leek_and_lucy_mcgowan_this_one_weird_trick_will_help_you_spot_clickbait
This scientist makes ears out of apples,Jim Hemerling,Jun 2016,https://www.ted.com/talks/andrew_pelling_this_scientist_makes_ears_out_of_apples
This sea creature breathes through its butt,Estelle Gibson,Apr 2020,https://www.ted.com/talks/cella_wright_this_sea_creature_breathes_through_its_butt
This simple test can help kids hear better,Dan Gibson,May 2018,https://www.ted.com/talks/susan_emmett_this_simple_test_can_help_kids_hear_better
This tiny particle could roam your body to find tumors,Julie Lythcott-Haims,May 2016,https://www.ted.com/talks/sangeeta_bhatia_this_tiny_particle_could_roam_your_body_to_find_tumors
This tool will help improve your critical thinking,Marcos Aguiar,Apr 2021,https://www.ted.com/talks/erick_wilberding_this_tool_will_help_improve_your_critical_thinking
This virtual lab will revolutionize science class,Krystian Aparta,May 2016,https://www.ted.com/talks/michael_bodekaer_this_virtual_lab_will_revolutionize_science_class
This weather forecasting model is actually accurate,Liz Ogbu,Feb 2018,https://www.ted.com/talks/lloyd_treinish_this_weather_forecasting_model_is_actually_accurate
This weird trick will help you summon an army of worms,Paul Rucker,Jul 2022,https://www.ted.com/talks/kenny_coogan_this_weird_trick_will_help_you_summon_an_army_of_worms
"Thoughts on humanity, fame and love",Jennifer Granick,May 2017,https://www.ted.com/talks/shah_rukh_khan_thoughts_on_humanity_fame_and_love
Three ideas. Three contradictions. Or not.,Beth Mortimer and Tarje Nissen-Meyer,Apr 2019,https://www.ted.com/talks/hannah_gadsby_three_ideas_three_contradictions_or_not
Three stories of Scotland,Alex Gendler,Jan 2020,https://www.ted.com/talks/mackenzie_dalrymple_three_stories_of_scotland
Three ways the universe could end,Virginia Wotring,Feb 2019,https://www.ted.com/talks/venus_keus_three_ways_the_universe_could_end
TikTok's CEO on its future — and what makes its algorithm different,Nadya Tolokonnikova,Apr 2023,https://www.ted.com/talks/shou_chew_tiktok_s_ceo_on_its_future_and_what_makes_its_algorithm_different
"TikTok, Instagram, Snapchat — and the rise of bite-sized content",Kevin Roose,Feb 2021,https://www.ted.com/talks/qiuqing_tai_tiktok_instagram_snapchat_and_the_rise_of_bite_sized_content
Tiny robots with giant potential,Diego Prilusky,Feb 2020,https://www.ted.com/talks/paul_mceuen_and_marc_miskin_tiny_robots_with_giant_potential
Tips for reclaiming your peace of mind online,Jen Gunter,May 2021,https://www.ted.com/talks/naomi_shimada_tips_for_reclaiming_your_peace_of_mind_online
Titan of terror: the dark imagination of H.P. Lovecraft,Simona Abdallah,Apr 2019,https://www.ted.com/talks/silvia_moreno_garcia_titan_of_terror_the_dark_imagination_of_h_p_lovecraft
"To accomplish great things, you need to ""let the paint dry""",Jen Gunter,Apr 2021,https://www.ted.com/talks/daniel_j_watts_to_accomplish_great_things_you_need_to_let_the_paint_dry
"To challenge the status quo, find a ""co-conspirator""",Christopher Bahl,Jan 2020,https://www.ted.com/talks/ipsita_dasgupta_to_challenge_the_status_quo_find_a_co_conspirator
"To design better tech, understand context",Reed Hastings,May 2018,https://www.ted.com/talks/tania_douglas_to_design_better_tech_understand_context
"To detect diseases earlier, let's speak bacteria's secret language",Kirsti Abbott,Mar 2019,https://www.ted.com/talks/fatima_alzahra_a_alatraktchi_to_detect_diseases_earlier_let_s_speak_bacteria_s_secret_language
"To eliminate waste, we need to rediscover thrift",Why rivals are working together to transform shipping,Apr 2018,https://www.ted.com/talks/andrew_dent_to_eliminate_waste_we_need_to_rediscover_thrift
"To find success, embrace what makes you different",Laxmi Parida,Dec 2017,https://www.ted.com/talks/phillip_picardi_to_find_success_embrace_what_makes_you_different
"To find your perfect mate, think like an evolutionist",Dina Zielinski,Feb 2019,https://www.ted.com/talks/david_puts_to_find_your_perfect_mate_think_like_an_evolutionist
"To future generations of women, you are the roots of change",Kluane Adamek,Nov 2020,https://www.ted.com/talks/gloria_steinem_to_future_generations_of_women_you_are_the_roots_of_change
"To help solve global problems, look to developing countries",Michael R. Stiff,Dec 2019,https://www.ted.com/talks/bright_simons_to_help_solve_global_problems_look_to_developing_countries
To learn is to be free,Mark Tyndall,Mar 2018,https://www.ted.com/talks/shameem_akhtar_to_learn_is_to_be_free
"To overcome challenges, stop comparing yourself to others",Prosanta Chakrabarty,May 2020,https://www.ted.com/talks/dean_furness_to_overcome_challenges_stop_comparing_yourself_to_others
"To raise brave girls, encourage adventure",Shohini Ghose,Mar 2017,https://www.ted.com/talks/caroline_paul_to_raise_brave_girls_encourage_adventure
"To save the climate, we have to reimagine capitalism",Jeff Dekofsky,Nov 2020,https://www.ted.com/talks/rebecca_henderson_to_save_the_climate_we_have_to_reimagine_capitalism
"To solve old problems, study new species",David Casarett,Jan 2017,https://www.ted.com/talks/alejandro_sanchez_alvarado_to_solve_old_problems_study_new_species
"To solve the world's biggest problems, invest in women and girls",Glen Henry,Mar 2018,https://www.ted.com/talks/musimbi_kanyoro_to_solve_the_world_s_biggest_problems_invest_in_women_and_girls
To the beat of light,Graham Shaw,Feb 2018,https://www.ted.com/talks/the_holladay_brothers_to_the_beat_of_light
"To transform child welfare, take race out of the equation",Dan Kwartler,Aug 2018,https://www.ted.com/talks/jessica_pryce_to_transform_child_welfare_take_race_out_of_the_equation
"To understand autism, don't look away",Olúfẹ́mi Táíwò,Jun 2017,https://www.ted.com/talks/carina_morillo_to_understand_autism_don_t_look_away
Tracking the whole world's carbon emissions — with satellites and AI,Matt Walker,Nov 2021,https://www.ted.com/talks/gavin_mccormick_tracking_the_whole_world_s_carbon_emissions_with_satellites_and_ai
Trash or historical artifact?,Lorna Davis,Nov 2019,https://www.ted.com/talks/lara_maiklem_trash_or_historical_artifact
Turbulence: One of the great unsolved mysteries of physics,Ane Brun,Apr 2019,https://www.ted.com/talks/tomas_chor_turbulence_one_of_the_great_unsolved_mysteries_of_physics
US politics isn't broken. It's fixed,Tai Simpson,Apr 2021,https://www.ted.com/talks/katherine_m_gehl_us_politics_isn_t_broken_it_s_fixed
Ugly History: Cambodian Genocide,Vandana Singh,May 2022,https://www.ted.com/talks/timothy_williams_ugly_history_cambodian_genocide
Ugly History: Japanese American incarceration camps,Andrew Nemr,Oct 2019,https://www.ted.com/talks/densho_ugly_history_japanese_american_incarceration_camps
Ugly History: The Spanish Inquisition,Canwen Xu,Mar 2021,https://www.ted.com/talks/kayla_wolf_ugly_history_the_spanish_inquisition
Ugly History: The US syphilis experiment,Iseult Gillespie,Jun 2021,https://www.ted.com/talks/susan_m_reverby_ugly_history_the_us_syphilis_experiment
Ugly History: Witch Hunts,Ramon Glazov,Jun 2019,https://www.ted.com/talks/brian_a_pavlac_ugly_history_witch_hunts
Ukraine's fight to keep educating its children,Shannon Zhao,Apr 2022,https://www.ted.com/talks/zoya_lytvyn_ukraine_s_fight_to_keep_educating_its_children
Un ejército de mujeres,Ben Cort,Jul 2018,https://www.ted.com/talks/alba_sotorra_un_ejercito_de_mujeres
Una idea osada para reemplazar a los políticos,Kashfia Rahman,Mar 2019,https://www.ted.com/talks/cesar_hidalgo_una_idea_osada_para_reemplazar_a_los_politicos
Una nueva manera de hablar del fracaso en los negocios,Patrick Ferrucci,Aug 2018,https://www.ted.com/talks/leticia_gasca_una_nueva_manera_de_hablar_del_fracaso_en_los_negocios
Underwater farms vs. climate change,George Monbiot,Jun 2019,https://www.ted.com/talks/ayana_elizabeth_johnson_and_megan_davis_underwater_farms_vs_climate_change
"Undocumented lives, inside out",Brett Hennig,Apr 2018,https://www.ted.com/talks/jr_undocumented_lives_inside_out
"Urban architecture inspired by mountains, clouds and volcanoes",Dolores Huerta,Nov 2019,https://www.ted.com/talks/ma_yansong_urban_architecture_inspired_by_mountains_clouds_and_volcanoes
Usando la fotografía para celebrar los diferentes tonos y colores de la humanidad,Jennifer Zhu Scott,Feb 2020,https://www.ted.com/talks/angelica_dass_usando_la_fotografia_para_celebrar_los_diferentes_tonos_y_colores_de_la_humanidad
"Use your voice, vote and wallet for climate action",Ann-Helén Bay,Dec 2021,https://www.ted.com/talks/halla_tomasdottir_use_your_voice_vote_and_wallet_for_climate_action
Using Aboriginal traditions to teach tech,Drew Philp,Feb 2018,https://www.ted.com/talks/michael_mieni_using_aboriginal_traditions_to_teach_tech
Using corporate data to improve our lives,Sophie Zadeh,May 2018,https://www.ted.com/talks/stefaan_verhulst_using_corporate_data_to_improve_our_lives
Using happiness to evaluate a company's success,Jason Shen,Jan 2018,https://www.ted.com/talks/lena_dumont_using_happiness_to_evaluate_a_company_s_success
Using your voice is a political choice,America Ferrera,Apr 2019,https://www.ted.com/talks/amanda_gorman_using_your_voice_is_a_political_choice
Virtual Worlds,Angélique Parisot-Potter,Nov 2020,https://www.ted.com/talks/far_flung_virtual_worlds
Visions for the future,Tasoulla Hadjiyanni,Oct 2021,https://www.ted.com/talks/kai_fu_lee_and_chen_qiufan_visions_for_the_future
"Visions of Africa's future, from African filmmakers",Dr. Robert Talisse,Apr 2018,https://www.ted.com/talks/dayo_ogunyemi_visions_of_africa_s_future_from_african_filmmakers
Visualizing climate change through space and time,Tim Seibles,Feb 2019,https://www.ted.com/talks/peggy_weil_visualizing_climate_change_through_space_and_time
"Vultures: The acid-puking, plague-busting heroes of the ecosystem",Susan David,Feb 2020,https://www.ted.com/talks/kenny_coogan_vultures_the_acid_puking_plague_busting_heroes_of_the_ecosystem
Wake Up America — we are better than this!,Peter Beck,Oct 2019,https://www.ted.com/talks/elijah_cummings_wake_up_america_we_are_better_than_this
"Walk with Little Amal, a theatrical journey celebrating the refugee experience",Alex Smith,Aug 2021,https://www.ted.com/talks/amir_nizar_zuabi_walk_with_little_amal_a_theatrical_journey_celebrating_the_refugee_experience
Want a happier life? Be more compassionate,Alison Ledgerwood,May 2018,https://www.ted.com/talks/stephen_trzeciak_want_a_happier_life_be_more_compassionate_jan_2018
Want a more just world? Be an unlikely ally,Matt Walker,Jul 2020,https://www.ted.com/talks/dwinita_mosby_tyler_want_a_more_just_world_be_an_unlikely_ally
Want kids to learn well? Feed them well,Chimamanda Ngozi Adichie,Jan 2017,https://www.ted.com/talks/sam_kass_want_kids_to_learn_well_feed_them_well
Want to be more creative? Go for a walk,Bruno Michel,Jan 2018,https://www.ted.com/talks/marily_oppezzo_want_to_be_more_creative_go_for_a_walk
Want to change the world? Start by being brave enough to care,Tanmay Bakshi,Jan 2018,https://www.ted.com/talks/cleo_wade_want_to_change_the_world_start_by_being_brave_enough_to_care
Want to get ahead? Be paranoid,Kelli Jean Drinkwater,Jul 2016,https://www.ted.com/talks/lars_faeste_want_to_get_ahead_be_paranoid
Want to get great at something? Get a coach,Valarie Kaur,Dec 2017,https://www.ted.com/talks/atul_gawande_want_to_get_great_at_something_get_a_coach
Want to grow healthy food? Start with your lawn,Dexter Dias,Sep 2020,https://www.ted.com/talks/john_c_trimble_want_to_grow_healthy_food_start_with_your_lawn
Want to help save the world? Eat more insects,WorkLife with Adam Grant,Feb 2019,https://www.ted.com/talks/pat_crowley_want_to_help_save_the_world_eat_more_insects
Want to truly succeed? Lift others up while you climb,The Hartford,Oct 2021,https://www.ted.com/talks/amber_hikes_want_to_truly_succeed_lift_others_up_while_you_climb
War and what comes after,Dan Kwartler,Apr 2018,https://www.ted.com/talks/clemantine_wamariya_war_and_what_comes_after
War in Ukraine — and what it means for the world order,Lijun Zhang,Mar 2022,https://www.ted.com/talks/ian_bremmer_war_in_ukraine_and_what_it_means_for_the_world_order
"War, AI and the new global arms race",Barbara J. King,Jul 2023,https://www.ted.com/talks/alexandr_wang_war_ai_and_the_new_global_arms_race
We are not mud,Kaustav Dey,Feb 2018,https://www.ted.com/talks/ise_lyfe_we_are_not_mud
